areaname,state_name,county_name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,total_pop
Foster County,North Dakota,Foster County,3736,3629,3560,3490,3483,3523,3519,3444,3376,3259,3983
Coshocton County,Ohio,Coshocton County,36691,36817,36858,36842,36843,36648,36497,36247,35917,35767,35427
Comanche County,Oklahoma,Comanche County,114675,112236,112009,110484,113630,111866,112293,114503,112249,113228,111486
Jefferson County,Oregon,Jefferson County,19101,19457,19560,19633,19577,19668,19964,20520,20375,19959,13676
Clarion County,Pennsylvania,Clarion County,41753,41484,41068,41038,40185,40055,40131,39865,39753,39479,41699
Darlington County,South Carolina,Darlington County,67441,67553,67697,67559,67099,66889,66906,66751,66863,66445,61851
Corson County,South Dakota,Corson County,4195,4172,4224,4261,4290,4252,4088,4177,4120,4093,4195
Coffee County,Tennessee,Coffee County,48195,48554,49013,49494,49930,50637,51400,51739,52173,52521,40343
Blanco County,Texas,Blanco County,8456,8634,8702,8732,8856,8947,8967,8991,9082,9198,5972
Piute County,Utah,Piute County,1431,1397,1387,1365,1374,1362,1350,1329,1406,1431,1277
Campbell County,Virginia,Campbell County,51144,51246,51397,51392,51419,51920,52411,52529,52874,52976,47499
Jefferson County,Washington,Jefferson County,26418,26836,27182,27542,27886,28430,29144,29273,29592,29676,20406
Hardy County,West Virginia,Hardy County,12695,12791,12826,13044,13193,13353,13398,13566,13513,13611,10977
Douglas County,Wisconsin,Douglas County,43379,43535,43630,43817,43877,43909,43870,43779,43936,44274,41758
Platte County,Wyoming,Platte County,8748,8736,8694,8571,8560,8463,8425,8367,8267,8196,8145
Colbert County,Alabama,Colbert County,55024,54841,54594,54319,54427,54399,54462,54606,54626,54639,51666
Crawford County,Arkansas,Crawford County,53376,54100,54698,55317,56149,56910,58077,59035,59577,60102,42493
Lake County,California,Lake County,58551,60321,61674,62692,63390,64143,64623,64644,65092,65279,50631
Dolores County,Colorado,Dolores County,1846,1835,1842,1802,1797,1803,1892,1889,1954,1940,1504
Escambia County,Florida,Escambia County,294784,298831,299746,301040,301768,302476,305287,302580,302776,303343,262445
Burke County,Georgia,Burke County,22276,22640,22674,22684,22818,22843,22731,22823,22840,22797,20579
Clark County,Idaho,Clark County,1024,964,945,886,915,914,934,935,963,952,762
Crawford County,Illinois,Crawford County,20398,20299,20086,19920,19820,19754,19619,19502,19415,19433,19464
DeKalb County,Indiana,DeKalb County,40400,40449,40621,40918,41169,41382,41494,41834,42023,42060,35324
Cerro Gordo County,Iowa,Cerro Gordo County,46349,45744,45263,45142,44654,44321,44048,43915,43740,43609,46733
Comanche County,Kansas,Comanche County,1956,1983,1955,1904,1900,1923,1834,1836,1898,1873,2313
Caldwell County,Kentucky,Caldwell County,13039,12846,12792,12779,12744,12769,12769,12816,12884,12870,13232
East Baton Rouge Parish,Louisiana,East Baton Rouge Parish,412919,411408,410438,411473,412772,411859,430886,430700,431024,434633,380105
Prince George's County,Maryland,Prince George's County,803189,815028,824290,830923,836103,840513,836644,832699,830514,834560,722705
Chippewa County,Michigan,Chippewa County,38599,38459,38620,38582,38499,38594,38585,38805,38786,38731,34604
Cottonwood County,Minnesota,Cottonwood County,12135,12054,11960,11887,11884,11643,11413,11310,11232,11116,12694
DeSoto County,Mississippi,DeSoto County,108666,113263,118344,123889,130177,136134,144272,149693,155156,158719,67910
Carroll County,Missouri,Carroll County,10275,10179,10172,10100,10055,10071,9929,9838,9705,9535,10748
Garfield County,Montana,Garfield County,1267,1262,1245,1234,1211,1173,1199,1193,1161,1173,1589
Cheyenne County,Nebraska,Cheyenne County,9824,9903,9899,9822,9824,9938,9726,9892,9871,9720,9494
White Pine County,Nevada,White Pine County,9027,8681,8557,8444,8431,8800,9068,9110,9136,9188,9264
Salem County,New Jersey,Salem County,64213,64133,64516,64407,64914,65465,65929,65981,66194,66342,65294
Mora County,New Mexico,Mora County,5202,5187,5186,5190,5115,5063,5062,5044,4998,4935,4264
Franklin County,New York,Franklin County,51049,50787,50558,50654,50427,50305,50371,50482,50440,50274,46540
Caswell County,North Carolina,Caswell County,23550,23518,23576,23522,23396,23320,23392,23233,23189,23004,20662
Golden Valley County,North Dakota,Golden Valley County,1916,1862,1822,1797,1733,1699,1660,1652,1638,1621,2108
Crawford County,Ohio,Crawford County,46881,46512,46173,45722,45490,45159,44460,44147,43738,43403,47870
Cotton County,Oklahoma,Cotton County,6629,6430,6375,6431,6394,6449,6393,6367,6267,6281,6651
Josephine County,Oregon,Josephine County,75839,76304,77413,78285,79080,79834,80632,80693,81174,81026,62649
Clearfield County,Pennsylvania,Clearfield County,83368,82973,82960,82467,82142,81943,82673,82895,82574,82324,78097
Dillon County,South Carolina,Dillon County,30675,30881,30791,30771,30817,30711,30748,30735,30778,30912,29114
Custer County,South Dakota,Custer County,7287,7334,7474,7565,7724,7713,7888,7885,7917,7924,6179
Crockett County,Tennessee,Crockett County,14550,14536,14462,14318,14372,14354,14333,14403,14460,14492,13378
Borden County,Texas,Borden County,715,676,681,660,664,630,624,586,599,595,799
Rich County,Utah,Rich County,1964,1921,1928,2007,2012,2005,1977,2053,2141,2160,1725
Caroline County,Virginia,Caroline County,22137,22137,22496,23037,23770,25267,26462,27289,27699,27870,19217
King County,Washington,King County,1739277,1756988,1763669,1769753,1782942,1803691,1832059,1857506,1884242,1916441,1507305
Harrison County,West Virginia,Harrison County,68566,67863,67809,67702,67932,68051,68204,68049,68598,68911,69371
Dunn County,Wisconsin,Dunn County,39952,40530,40785,40947,41329,41540,42304,42556,42714,42968,35909
Sheridan County,Wyoming,Sheridan County,26591,26646,26871,26962,26985,27121,27476,27947,28601,29163,23562
Conecuh County,Alabama,Conecuh County,14040,13894,13699,13436,13238,13176,13309,13118,13038,12931,14054
Crittenden County,Arkansas,Crittenden County,50976,51235,51166,50998,51264,51471,51817,52123,52561,53022,49939
Lassen County,California,Lassen County,33749,33503,33300,33695,34102,34037,34078,35005,34547,34473,27598
Douglas County,Colorado,Douglas County,180311,197344,210037,221978,234810,246058,259881,271955,281138,288225,60391
Flagler County,Florida,Flagler County,50560,53715,57432,62154,68241,75420,82285,88088,90700,91622,28701
Butts County,Georgia,Butts County,19737,20364,21232,21816,22026,22453,23101,23644,24388,24392,15326
Clearwater County,Idaho,Clearwater County,8886,8577,8395,8336,8271,8246,8286,8228,8155,8043,8505
Cumberland County,Illinois,Cumberland County,11256,11149,11051,10912,10895,10841,10856,10795,10803,10716,10670
Delaware County,Indiana,Delaware County,118733,120005,119400,119020,117797,116737,115619,115293,114897,115192,119659
Cherokee County,Iowa,Cherokee County,13003,12835,12530,12347,12210,12021,11791,11684,11501,11409,14098
Cowley County,Kansas,Cowley County,36252,35752,36051,35384,35121,34459,34055,34139,33988,33634,36915
Calloway County,Kentucky,Calloway County,34171,34396,34404,34718,35087,35477,35988,36161,36204,36348,30735
East Carroll Parish,Louisiana,East Carroll Parish,9402,9183,8977,8833,8692,8494,8323,8260,8140,8102,9709
Queen Anne's County,Maryland,Queen Anne's County,40765,41295,42600,43800,44562,45056,45957,46831,47465,47958,33953
Clare County,Michigan,Clare County,31381,31300,31507,31399,31415,31195,31016,30685,30349,30104,24952
Crow Wing County,Minnesota,Crow Wing County,55311,56135,57191,58168,58954,59730,60768,61607,62345,62723,44249
Forrest County,Mississippi,Forrest County,72814,73240,73550,74305,74832,75726,77480,79131,79836,81078,68314
Carter County,Missouri,Carter County,5945,5870,5879,5908,5875,5877,5874,5936,5913,5870,5515
Glacier County,Montana,Glacier County,13197,13139,13163,13246,13497,13389,13402,13355,13361,13550,12121
Clay County,Nebraska,Clay County,7025,6904,6824,6744,6646,6485,6392,6316,6270,6205,7123
Somerset County,New Jersey,Somerset County,298915,302331,306377,309267,312319,314967,317817,320745,323160,326869,240222
Otero County,New Mexico,Otero County,62231,61403,61540,62293,63363,63322,62872,63306,63329,63201,51928
Fulton County,New York,Fulton County,55006,54866,54874,54881,54976,54969,54937,55075,55122,55053,54191
Catawba County,North Carolina,Catawba County,142515,145405,146272,146841,148664,150673,152949,155532,157507,159125,118412
Grand Forks County,North Dakota,Grand Forks County,65953,65415,65292,65391,67075,66565,67121,66064,66703,66414,70683
Cuyahoga County,Ohio,Cuyahoga County,1392073,1381483,1369224,1355668,1341479,1323972,1305273,1293600,1282880,1275709,1412140
Craig County,Oklahoma,Craig County,14929,14768,14742,14781,14815,14995,15006,15136,15101,15158,14104
Klamath County,Oregon,Klamath County,63893,64110,64097,64549,64753,65402,66095,66562,66543,66247,57702
Clinton County,Pennsylvania,Clinton County,37915,37706,37521,37384,37227,37169,37230,37125,36992,36797,37182
Dorchester County,South Carolina,Dorchester County,96697,98413,100589,103418,106254,111753,118187,124023,127830,130417,83060
Davison County,South Dakota,Davison County,18727,18781,18727,18712,18859,18826,19041,18967,18898,18929,17503
Cumberland County,Tennessee,Cumberland County,47024,47694,48597,49090,49888,50859,52263,53264,53765,54109,34736
Bosque County,Texas,Bosque County,17235,17330,17416,17541,17716,17785,17797,17785,17604,17631,15125
Salt Lake County,Utah,Salt Lake County,901051,914334,924534,936378,948223,960067,985487,1002425,1018527,1034989,725956
Carroll County,Virginia,Carroll County,29284,29364,29221,29149,29236,29103,29221,29165,29164,29034,26519
Kitsap County,Washington,Kitsap County,232355,233348,235499,238988,239311,235769,239543,238087,239865,240862,189731
Jackson County,West Virginia,Jackson County,28040,27975,28039,28007,28203,28028,28164,28267,28172,28067,25938
Eau Claire County,Wisconsin,Eau Claire County,93365,94027,94778,94958,95052,95535,96527,97429,98209,99409,85183
Sublette County,Wyoming,Sublette County,5946,5898,6144,6315,6569,6870,7166,7838,8338,8792,4843
Charles City County,Virginia,Charles City County,6926,6946,7023,7078,7034,7039,7132,7130,7213,7217,6282
Coosa County,Alabama,Coosa County,11843,11746,11539,11423,11156,10964,10857,10783,10724,10556,11063
Cross County,Arkansas,Cross County,19476,19469,19254,19096,19046,19207,18911,18627,18718,18544,19225
Los Angeles County,California,Los Angeles County,9542578,9634764,9717871,9777324,9808494,9803912,9760598,9734701,9779254,9848011,8863052
Eagle County,Colorado,Eagle County,41987,43381,44477,45312,46317,47719,49112,50568,52019,53653,21928
Franklin County,Florida,Franklin County,9841,9882,9934,9950,9981,10055,11134,11272,11247,11280,8967
Calhoun County,Georgia,Calhoun County,6322,6233,6261,6147,6127,6035,6086,5988,6152,6306,5013
Custer County,Idaho,Custer County,4336,4213,4123,4084,4083,4022,4077,4108,4196,4240,4133
DeKalb County,Illinois,DeKalb County,89334,90838,92449,94804,97079,99485,102752,105321,106503,107333,77932
Dubois County,Indiana,Dubois County,39700,39916,39977,40210,40571,40826,41102,41248,41442,41419,36616
Chickasaw County,Iowa,Chickasaw County,13063,13047,12763,12550,12436,12268,12268,12174,12071,12017,13295
Crawford County,Kansas,Crawford County,38233,38396,38276,38537,38539,38493,38684,38744,38871,38869,35582
Campbell County,Kentucky,Campbell County,88659,88689,88292,87774,87366,87273,87133,87302,87413,88423,83866
East Feliciana Parish,Louisiana,East Feliciana Parish,21365,21197,21025,20909,20680,20524,21002,20902,20958,20970,19211
St. Mary's County,Maryland,St. Mary's County,86521,87468,89897,92664,94959,96982,98653,100401,101664,102999,75974
Clinton County,Michigan,Clinton County,64940,65516,66476,67388,68315,68816,69409,69735,69818,69893,57893
Dakota County,Minnesota,Dakota County,357906,363622,368205,371955,376747,381256,385604,390284,393528,396500,275210
Franklin County,Mississippi,Franklin County,8451,8342,8203,8235,8301,8194,8249,8329,8338,8324,8377
Cass County,Missouri,Cass County,82603,84665,86955,88480,91367,93269,95379,97900,99281,100184,63808
Golden Valley County,Montana,Golden Valley County,1023,1015,1054,1039,1081,1114,1090,1101,1041,1057,912
Colfax County,Nebraska,Colfax County,10459,10439,10468,10410,10429,10200,9950,9959,10061,10332,9139
Sussex County,New Jersey,Sussex County,144618,146078,147936,149553,150360,150764,151250,151632,151431,151118,130936
Quay County,New Mexico,Quay County,10081,9849,9684,9573,9327,9138,9030,8984,8965,8917,10823
Genesee County,New York,Genesee County,60329,59892,59647,59506,59096,58701,58362,58159,57950,57868,60060
Chatham County,North Carolina,Chatham County,49721,51646,54173,55516,56866,57849,59836,61391,63373,64772,38979
Grant County,North Dakota,Grant County,2833,2801,2709,2656,2595,2561,2485,2434,2381,2337,3549
Darke County,Ohio,Darke County,53292,53030,52833,52873,52808,52639,52342,52198,51988,51814,53617
Creek County,Oklahoma,Creek County,67566,67903,68346,68320,68138,68059,68216,68835,69514,70244,60915
Lake County,Oregon,Lake County,7409,7426,7321,7280,7188,7078,7215,7210,7203,7089,7186
Columbia County,Pennsylvania,Columbia County,64109,64264,64354,64490,64595,64554,64670,64789,65060,65111,63202
Edgefield County,South Carolina,Edgefield County,24538,24515,24639,24928,25184,25409,25180,25417,25588,25752,18360
Day County,South Dakota,Day County,6243,6091,6023,5890,5822,5796,5710,5647,5525,5509,6978
Davidson County,Tennessee,Davidson County,570320,578527,581978,588126,596961,607413,614609,621384,628207,635710,510786
Bowie County,Texas,Bowie County,89247,89224,89190,89300,89652,89933,91091,91564,92655,93964,81665
San Juan County,Utah,San Juan County,14373,13583,13776,13727,13928,13887,13964,14378,14868,15049,12621
Charlotte County,Virginia,Charlotte County,12465,12421,12467,12275,12268,12309,12349,12237,12174,12039,11688
Kittitas County,Washington,Kittitas County,33511,33894,34777,35424,36545,37015,38057,38384,39151,39532,26725
Jefferson County,West Virginia,Jefferson County,42439,43295,44692,45958,47027,48500,49746,51022,51935,52750,35926
Florence County,Wisconsin,Florence County,5088,5052,5102,4995,4931,4860,4834,4734,4620,4554,4590
Sweetwater County,Wyoming,Sweetwater County,37484,36566,36831,36559,36854,37266,37948,39320,39942,41226,38823
Covington County,Alabama,Covington County,37490,36939,36661,36495,36322,36594,36717,36804,36646,36678,36478
Dallas County,Arkansas,Dallas County,9158,8988,8780,8665,8637,8458,8321,8191,8107,7991,9614
Madera County,California,Madera County,123566,125423,127841,132017,136516,139672,142865,145223,147577,148632,88090
Elbert County,Colorado,Elbert County,20099,21167,21779,21953,22139,22374,22648,22684,22938,23287,9646
Gadsden County,Florida,Gadsden County,45067,45467,45182,45223,45506,45863,46109,46728,47450,47474,41116
Camden County,Georgia,Camden County,43758,44515,45609,44477,45215,45798,45601,47365,47973,48277,30167
Elmore County,Idaho,Elmore County,29087,29188,29307,28888,29074,28603,28391,28996,29143,28820,21205
De Witt County,Illinois,De Witt County,16790,16726,16546,16494,16421,16400,16419,16327,16272,16034,16516
Elkhart County,Indiana,Elkhart County,183521,185090,185148,187890,190298,193541,196691,198394,200125,200502,156198
Clarke County,Iowa,Clarke County,9187,9180,9168,9211,9221,9076,9074,9017,9085,9086,8287
Decatur County,Kansas,Decatur County,3458,3433,3351,3260,3186,3065,3032,2964,2912,2855,4021
Carlisle County,Kentucky,Carlisle County,5342,5319,5319,5275,5290,5249,5255,5156,5156,5209,5238
Evangeline Parish,Louisiana,Evangeline Parish,35399,35288,35165,34897,34923,35189,35641,35834,35455,35330,33274
Somerset County,Maryland,Somerset County,24718,25156,25373,25411,25622,25551,25853,26220,26131,25959,23440
Crawford County,Michigan,Crawford County,14346,14423,14526,14616,14551,14763,14690,14511,14428,14203,12260
Dodge County,Minnesota,Dodge County,17854,18093,18480,18713,19047,19243,19425,19415,19664,19772,15731
George County,Mississippi,George County,19195,19462,19855,20252,20449,20856,21565,22030,22500,22681,16673
Cedar County,Missouri,Cedar County,13733,13861,13816,13819,13859,14019,13897,13789,13700,13544,12093
Granite County,Montana,Granite County,2843,2879,2873,2861,2851,2895,2878,2887,2860,2879,2548
Cuming County,Nebraska,Cuming County,10173,10056,9961,9823,9697,9624,9419,9272,9204,9132,10117
Union County,New Jersey,Union County,523149,525510,526154,525048,523635,521987,520285,519738,521816,526426,493819
